City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
101,Hobart,AU,-42.8794,147.3294,60.66,61,75,19.57,Rain
102,Balykshi,KZ,47.0667,51.8667,26.6,46,0,13.42,Clear
103,Ilulissat,GL,69.2167,-51.1,15.82,67,97,4.61,Clouds
104,Mar Del Plata,AR,-38.0023,-57.5575,65.82,98,85,13.0,Clouds
105,Mahebourg,MU,-20.4081,57.7,79.25,78,75,8.05,Clouds
106,Kulhudhuffushi,MV,6.6221,73.07,80.96,71,99,8.01,Clouds
107,Kaliua,TZ,-5.0606,31.7936,65.44,92,66,0.51,Clouds
108,Champerico,GT,14.3,-91.9167,80.01,79,85,4.16,Clouds
109,Kenai,US,60.5544,-151.2583,21.15,82,87,8.37,Clouds
110,Pevek,RU,69.7008,170.3133,-5.37,88,100,2.51,Clouds
111,Bandarbeyla,SO,9.4942,50.8122,78.71,71,76,17.22,Clouds
112,Porto Santo,PT,33.072,-16.3415,68.38,77,40,12.66,Clouds
113,Lorengau,PG,-2.0226,147.2712,84.06,70,65,5.66,Clouds
114,Bredasdorp,ZA,-34.5322,20.0403,62.64,87,44,13.15,Clouds
115,Itarema,BR,-2.9248,-39.9167,77.79,79,93,10.18,Clouds
116,Karratha,AU,-20.7377,116.8463,97.03,25,77,7.4,Clouds
117,Pacific Grove,US,36.6177,-121.9166,51.42,87,100,3.0,Clouds
118,Kodiak,US,57.79,-152.4072,28.4,69,100,7.4,Clouds
119,Codrington,AU,-38.2667,141.9667,61.72,62,91,19.66,Clouds
120,Rawson,AR,-43.3002,-65.1023,65.64,79,97,13.27,Rain
121,Lovozero,RU,68.005,35.0117,24.35,91,100,2.68,Clouds
122,Port Hardy,CA,50.6996,-127.4199,37.8,82,55,6.67,Clouds
123,Khatanga,RU,71.9667,102.5,-27.17,100,100,3.13,Clouds
124,Praia,CV,14.9215,-23.5087,73.94,78,0,13.8,Clear
125,Tasiilaq,GL,65.6145,-37.6368,23.16,59,5,6.93,Clear
126,Pacifica,US,37.6138,-122.4869,56.14,84,40,16.11,Mist
127,Ponta Delgada,PT,37.7333,-25.6667,66.51,94,75,16.11,Drizzle
128,Saint Anthony,US,45.0205,-93.218,31.21,83,0,0.0,Clear
129,Taquara,BR,-29.6506,-50.7806,68.76,96,5,1.9,Clear
130,Varzea Da Palma,BR,-17.5981,-44.7308,68.86,92,100,2.17,Rain
131,Alofi,NU,-19.0595,-169.9187,78.15,73,7,16.71,Clear
132,Kuito,AO,-12.3833,16.9333,58.48,96,100,6.22,Clouds
133,Sarangani,PH,5.4033,125.4636,82.96,71,69,2.08,Clouds
134,Prieska,ZA,-29.6641,22.7474,66.94,54,0,13.33,Clear
135,Safford,US,32.834,-109.7076,40.12,33,0,4.61,Clear
136,Geraldton,AU,-28.7667,114.6,93.61,22,0,14.97,Clear
137,Metu,ET,8.3,35.5833,56.8,98,95,0.56,Clouds
138,Tarauaca,BR,-8.1614,-70.7656,71.06,99,30,3.06,Clouds
139,College,US,64.8569,-147.8028,7.81,87,100,0.0,Snow
140,Okhotsk,RU,59.3833,143.3,-0.2,79,98,22.93,Clouds
141,Kuvandyk,RU,51.4781,57.3552,13.14,84,100,16.8,Clouds
142,Darhan,MN,49.4867,105.9228,-6.32,50,71,11.36,Clouds
143,Bocaiuva,BR,-17.1078,-43.815,68.72,89,100,2.28,Rain
144,Mahanoro,MG,-19.9,48.8,75.67,71,14,5.77,Clouds
145,Saint-Francois,FR,46.4154,3.9054,40.44,100,100,4.61,Rain
146,Souillac,MU,-20.5167,57.5167,77.38,78,75,8.05,Clouds
147,Port Alfred,ZA,-33.5906,26.891,62.19,97,40,13.6,Clouds
148,Broome,US,42.2506,-75.833,48.2,79,40,8.05,Clouds
149,Faanui,PF,-16.4833,-151.75,79.56,73,10,12.71,Clear
150,Dapaong,TG,10.8639,0.205,72.09,22,74,5.68,Clouds
151,Uyemskiy,RU,64.4743,40.8524,8.65,92,100,6.71,Clouds
152,Ucluelet,CA,48.9329,-125.5528,39.09,90,12,7.81,Clouds
153,Busselton,AU,-33.65,115.3333,75.07,36,0,3.02,Clear
154,Mirante Do Paranapanema,BR,-22.2919,-51.9064,68.74,75,49,13.0,Clouds
155,Hit,IQ,33.6416,42.8251,58.51,57,100,5.7,Clouds
156,Piacabucu,BR,-10.4056,-36.4344,76.75,85,97,10.94,Clouds
157,Am Timan,TD,11.0297,20.2827,70.95,28,14,4.63,Clouds
158,Fortuna,US,40.5982,-124.1573,49.66,92,100,0.0,Clouds
159,Padilla,CO,3.2204,-76.3139,65.77,97,97,0.43,Clouds
160,Khandyga,RU,62.6667,135.6,-41.6,97,98,0.76,Clouds
161,Severo-Kurilsk,RU,50.6789,156.125,31.98,85,88,39.1,Snow
162,Coihaique,CL,-45.5752,-72.0662,54.23,92,100,3.67,Clouds
163,Tahoua,NE,14.8888,5.2692,66.49,21,25,9.51,Clouds
164,Dunedin,NZ,-45.8742,170.5036,55.8,76,22,1.99,Clouds
165,Anadyr,RU,64.75,177.4833,23.5,80,20,17.9,Clouds
166,Dingle,PH,10.9995,122.6711,82.44,80,100,10.2,Clouds
167,Buraydah,SA,26.326,43.975,64.47,36,50,7.61,Clouds
168,Butaritari,KI,3.0707,172.7902,81.64,72,54,8.32,Clouds
169,Dakar,SN,14.6937,-17.4441,77.13,69,0,6.91,Clear
170,Korla,CN,41.7597,86.1469,22.05,25,0,15.3,Clear
171,Abashiri,JP,44.0213,144.2697,41.95,64,100,18.34,Clouds
172,Pozo Colorado,PY,-23.4923,-58.7972,74.79,71,0,4.79,Clear
173,Cururupu,BR,-1.8283,-44.8683,75.6,90,100,3.51,Clouds
174,Guerrero Negro,MX,27.9769,-114.0611,62.01,67,0,8.68,Clear
175,Nefteyugansk,RU,61.0998,72.6035,-6.38,87,77,10.11,Clouds
176,Pangnirtung,CA,66.1451,-65.7125,5.86,77,100,4.92,Clouds
177,Singapore,SG,1.2897,103.8501,86.09,70,75,5.75,Clouds
178,Smidovich,RU,48.6,133.8167,16.65,66,53,7.45,Clouds
179,Sao Filipe,CV,14.8961,-24.4956,76.35,62,47,10.69,Clouds
180,Escanaba,US,45.7453,-87.0646,35.91,87,97,5.99,Clouds
181,Tabou,CI,4.423,-7.3528,76.86,85,9,7.54,Rain
182,Namatanai,PG,-3.6667,152.4333,86.41,65,68,10.04,Clouds
183,Matay,EG,28.419,30.7792,58.62,59,77,2.3,Clouds
184,Tocopilla,CL,-22.092,-70.1979,65.79,80,31,3.87,Clouds
185,Kirakira,SB,-10.4544,161.9205,82.85,78,66,7.76,Clouds
186,San Carlos De Bariloche,AR,-41.1456,-71.3082,59.81,80,1,0.65,Clear
187,Mount Gambier,AU,-37.8333,140.7667,61.34,60,88,14.97,Clouds
188,Viedma,AR,-40.8135,-62.9967,64.85,83,0,14.16,Clear
189,Talnakh,RU,69.4865,88.3972,2.21,98,100,9.48,Clouds
190,Aripuana,BR,-9.1667,-60.6333,72.16,95,85,2.51,Rain
191,Puerto Ayora,EC,-0.7393,-90.3518,69.55,91,69,1.99,Clouds
192,Karabuk,TR,41.2049,32.6277,39.76,86,85,3.47,Clouds
193,Airai,TL,-8.9266,125.4092,71.1,73,91,4.12,Clouds
194,Mount Hagen,PG,-5.8581,144.2274,70.9,76,73,1.48,Clouds
195,Kichera,RU,55.9375,110.0997,-11.25,74,64,1.86,Clouds
196,Jamsa,FI,61.8642,25.19,29.14,97,95,4.54,Clouds
197,Vangaindrano,MG,-23.35,47.6,75.34,74,5,8.86,Clear
198,Jinxiang,CN,27.4327,120.6062,70.16,86,100,7.38,Clouds
199,Ruangwa,TZ,-10.0667,38.9333,73.45,72,68,6.04,Clouds
200,Coihueco,CL,-36.6167,-71.8333,54.34,94,0,3.44,Clear
201,Kuntaur,GM,13.6667,-14.8833,72.36,14,4,3.78,Clear
202,Port-Gentil,GA,-0.7193,8.7815,79.03,80,100,6.31,Rain
203,Yazman,PK,29.1212,71.7446,71.49,16,0,4.79,Clear
204,Shiggaon,IN,15.0,75.2333,79.03,63,60,1.5,Clouds
205,Vitry-Le-Francois,FR,48.7333,4.5833,48.61,94,100,12.01,Rain
206,Faya,SA,18.3851,42.4509,45.12,62,0,0.43,Clear
207,Caucaia,BR,-3.7361,-38.6531,80.55,77,40,8.05,Clouds
208,Mackay,AU,-21.15,149.2,79.23,80,100,10.6,Clouds
209,Kanigiri,IN,15.4,79.5167,77.95,76,45,2.44,Clouds
210,Nikolskoye,RU,59.7035,30.7861,22.91,88,100,5.86,Clouds
211,Antofagasta,CL,-23.65,-70.4,63.68,81,26,3.49,Clouds
212,Hofn,IS,64.2539,-15.2082,40.62,62,96,9.6,Clouds
213,Saskylakh,RU,71.9167,114.0833,-25.92,100,100,3.8,Clouds
214,Padang,ID,-0.9492,100.3543,84.45,62,100,3.09,Clouds
215,Ponta Do Sol,PT,32.6667,-17.1,70.0,80,41,6.17,Clouds
216,Mumford,GH,5.2618,-0.759,78.44,83,25,9.17,Clouds
217,Tilichiki,RU,60.4667,166.1,22.91,76,88,17.81,Clouds
218,Ahipara,NZ,-35.1667,173.1667,63.14,60,70,8.88,Clouds
219,Rio Gallegos,AR,-51.6226,-69.2181,53.65,58,0,24.16,Clear
220,Makakilo City,US,21.3469,-158.0858,77.32,67,0,9.22,Clear
221,Neiafu,TO,-18.65,-173.9833,83.08,78,75,10.36,Clouds
222,Marsa Matruh,EG,31.3525,27.2453,61.38,63,89,9.08,Clouds
223,Kavaratti,IN,10.5669,72.642,81.19,71,85,6.58,Clouds
224,Malakal,SS,9.5334,31.6605,76.23,39,100,4.68,Clouds
225,Tazmalt,DZ,36.3868,4.3989,49.28,54,39,5.35,Clouds
226,Mogadishu,SO,2.0371,45.3438,80.44,73,76,12.3,Clouds
227,Mikuni,JP,36.2171,136.1519,65.55,61,98,5.82,Clouds
228,Washington,US,47.5001,-120.5015,32.74,84,34,4.63,Clouds
229,Aklavik,CA,68.2191,-135.0107,-13.83,98,100,1.54,Clouds
230,Melbu,NO,68.5044,14.8297,42.58,65,100,11.5,Clouds
231,Orahovac,XK,42.3994,20.6547,37.26,95,99,3.6,Clouds
232,Victor Harbor,AU,-35.5667,138.6167,64.99,61,83,12.93,Clouds
233,Whitehorse,CA,60.7161,-135.0538,12.31,78,100,5.01,Clouds
234,Sheridan,US,44.8333,-106.9173,39.58,54,0,12.66,Clear
235,Husavik,IS,66.0449,-17.3389,34.38,84,92,14.14,Clouds
236,Arlit,NE,18.7369,7.3853,68.65,24,100,7.96,Clouds
237,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.15,94,92,1.83,Clouds
238,Laguna,US,38.421,-121.4238,56.08,71,0,0.0,Clear
239,Camopi,GF,3.1655,-52.3158,72.41,98,100,1.86,Clouds
240,Provideniya,RU,64.3833,-173.3,23.11,80,75,13.42,Clouds
241,Talcahuano,CL,-36.7167,-73.1167,55.8,92,46,6.91,Clouds
242,Krutaya Gorka,RU,55.3649,73.2231,-15.12,93,16,4.32,Clouds
243,Opuwo,NA,-18.0607,13.84,61.45,29,3,1.3,Clear
244,Hastings,GB,50.8552,0.5729,50.52,96,99,9.42,Clouds
245,Constitucion,CL,-35.3333,-72.4167,56.5,91,81,4.23,Clouds
246,Zhigansk,RU,66.7697,123.3711,-27.6,96,100,11.99,Clouds
247,Macomer,IT,40.262,8.7699,40.37,81,68,2.04,Clouds
248,Acapulco,MX,16.8634,-99.8901,78.62,89,75,0.0,Clouds
249,Bireun,ID,5.203,96.7009,83.5,72,96,3.44,Clouds
250,Cherskiy,RU,68.75,161.3,-11.9,97,100,5.97,Clouds
251,Pervomayskoye,RU,43.919,46.7102,42.33,75,100,5.95,Clouds
252,Baherden,TM,38.4362,57.4316,53.82,54,9,2.98,Clear
253,Benito Juarez,MX,19.385,-99.165,64.22,52,75,6.91,Clouds
254,Colares,PT,38.7992,-9.4469,57.33,72,56,18.01,Clouds
255,Palembang,ID,-2.9167,104.7458,86.09,66,20,5.75,Clouds
256,Teresopolis,BR,-22.4122,-42.9656,60.64,97,52,2.04,Clouds
257,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.55,82,32,8.32,Clouds
258,Svarstad,NO,59.399,9.9698,43.83,45,100,1.01,Rain
259,Barrow,US,71.2906,-156.7887,-9.38,77,0,11.5,Clear
260,Havre-Saint-Pierre,CA,50.2334,-63.5986,31.1,88,100,2.19,Clouds
261,Ambanja,MG,-13.6833,48.45,76.33,80,15,2.19,Clouds
262,Mangrol,IN,21.1167,70.1167,76.42,32,0,7.02,Clear
263,San Clemente,US,33.427,-117.612,59.45,91,100,5.99,Clouds
264,Saldanha,ZA,-33.0117,17.9442,62.96,71,53,7.2,Clouds
265,Preeceville,CA,51.95,-102.6677,24.64,96,99,7.7,Clouds
266,Mana,GF,5.6592,-53.7767,77.56,87,91,10.2,Clouds
267,Balkhash,KZ,46.844,74.9804,0.21,50,0,22.37,Clear
268,Tyn Nad Vltavou,CZ,49.2234,14.4206,36.28,87,100,10.67,Clouds
269,Bobrovka,RU,54.047,61.7455,6.24,85,100,5.84,Clouds
270,Ceyhan,TR,37.0247,35.8175,55.74,66,84,5.77,Clouds
271,Shelburne,CA,44.0787,-80.2041,35.76,99,100,10.29,Clouds
272,Karpathos,GR,35.507,27.2132,62.56,88,100,18.41,Rain
273,North Platte,US,41.1239,-100.7654,37.11,63,67,7.0,Clouds
274,Pisco,PE,-13.7,-76.2167,68.05,83,100,10.36,Clouds
